,abstract,web_url,snippet,lead_paragraph,source,headline,pub_date,meta.article_type,meta.arguments
171,Some companies and restaurants have continued to raise prices on consumers even after their own inflation-related costs have been covered.,https://www.nytimes.com/2022/11/01/business/food-prices-profits.html,,"A year ago, a bag of potato chips at the grocery store cost an average of $5.05. These days, that bag costs $6.05. A dozen eggs that could have been picked up for $1.83 now average $2.90. A two-liter bottle of soda that cost $1.78 will now set you back $2.17.",The New York Times,"Food Prices Soar, and So Do Companies’ Profits",2022-11-01 09:00:27+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
172,"Corporate leaders expect rosy company earnings, starting this week.",https://www.nytimes.com/2021/07/12/business/dealbook/big-corporate-profits.html,,"After closing the books on the second quarter, executives are the most positive they have ever been about the profits their companies are generating, according to data from FactSet. And that might be a good sign that bottom-line growth will continue even after the expected rebound from the pandemic economic plunge.",The New York Times,Wall Street Sees Blowout Profits Ahead,2021-07-12 11:27:33+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
173,General Motors has struggled with electric vehicles and in foreign markets but it is selling lots of combustion engine cars and trucks in North America.,https://www.nytimes.com/2024/04/23/business/general-motors-earnings.html,,"General Motors on Tuesday reported a big jump in profits for the first three months of the year, based on the strength of its gasoline vehicle business, and raised its outlook for the rest of the year.",The New York Times,G.M. Reports Big Jump in Profit on Gasoline Car Sales,2024-04-23 13:37:58+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
174,"JPMorgan Chase, Citigroup and Wells Fargo comfortably beat expectations for earnings in the first quarter, when the failures of smaller banks sent jitters through the sector.",https://www.nytimes.com/2023/04/14/business/jpmorgan-citi-wells-fargo-earnings.html,,"The country’s largest banks escaped the crisis that just weeks ago brought down two midsize U.S. lenders, unnerving regulators and depositors. If anything, the tumult helped those giants rake in bumper profits.",The New York Times,Biggest U.S. Banks Report Bumper Profits Amid Industry Turmoil,2023-04-14 11:41:36+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
175,Authors Equity is tiny but has big industry names behind it. Its founders hope their profit-sharing approach and experience will entice authors.,https://www.nytimes.com/2024/03/05/books/publisher-authors-equity.html,,"A new book publisher with an unusual business model, a small footprint and an outsize pedigree that includes some of the biggest names in publishing launched on Tuesday.",The New York Times,A New Publisher Promises Authors ‘the Lion’s Share of the Profit’,2024-03-05 10:04:15+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
176,What a difference a year makes.,https://www.nytimes.com/2021/05/12/business/dealbook/softbank-profit-record.html,,"A year ago, SoftBank disclosed its biggest-ever operating loss, and its voluble founder, Masa Son, spoke ruefully of the “valley of coronavirus” that ensnared its investments. Now, thanks to huge I.P.O.s, the tech giant is setting a different — and much happier — record.",The New York Times,SoftBank Broke Profit Records. Can It Keep Up the Pace?,2021-05-12 11:19:18+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
177,The company unveiled details of an ad-supported Disney+ as demand at its theme parks rebounded.,https://www.nytimes.com/2022/08/10/business/disney-earnings-profit.html,,"LOS ANGELES — Bucking a streaming slowdown that has recently bedeviled Hollywood, Disney+ added 14.4 million subscribers in the most recent quarter, about 45 percent more than Wall Street had expected and lifting Disney’s portfolio of streaming services to 221 million subscribers worldwide, edging ahead of Netflix for the first time.",The New York Times,"Disney Profit Jumps 50%, and Streaming Subscriptions Surpass Netflix",2022-08-10 20:07:14+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
178,"The parent company of the streaming services Disney+, ESPN+ and Hulu announced the change in updated service agreements this week.",https://www.nytimes.com/2024/02/01/business/hulu-password-sharing-disney-plus.html,,Fans of “The Bear” won’t be able to use a friend’s Hulu account to watch Season 3.,The New York Times,"To Boost Profits, Disney Cracks Down on Password Sharing",2024-02-01 18:22:47+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
179,"The network is on a pace to drop below $1 billion in profit for the first time in years, according to people familiar with its operations, amid steep declines in TV viewership.",https://www.nytimes.com/2022/08/02/business/media/cnn-profit-chris-licht.html,,"One of the first moves the newly formed Warner Bros. Discovery made when it took over CNN was shutting down CNN+, the nascent streaming service that was touted as the network’s bridge to the future.",The New York Times,Profits Slump at CNN as Ratings Plummet,2022-08-02 15:48:45+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
180,The iPhone maker said sales of its flagship product were down 8 percent as it dealt with a factory shutdown and worries about rising inflation.,https://www.nytimes.com/2023/02/02/technology/apple-revenue-profit-iphone-sales-slow.html,,"When a Covid-19 outbreak in China forced a lockdown of Apple’s largest iPhone factory in November, the world’s most valuable company warned investors that it would lose sales. The question was: How much?",The New York Times,Apple Revenue and Profit Down as iPhone Sales Slow,2023-02-02 22:13:35+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
181,"The earnings were driven by success in the company’s Microsoft Cloud business, which includes Office 365 subscriptions and Azure.",https://www.nytimes.com/2021/10/26/business/microsoft-profit-soars-48-to-20-5-billion.html,,Microsoft produced its most profitable quarter. Again.,The New York Times,"Microsoft profit soars 48%, to $20.5 billion.",2021-10-26 21:02:40+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
182,The company said its vaccine generated $3.5 billion in revenue in the first three months of this year.,https://www.nytimes.com/2021/05/04/business/pfizer-covid-vaccine-profits.html,,"Last year, racing to develop a vaccine in record time, Pfizer made a big decision: Unlike several rival manufacturers, which vowed to forgo profits on their shots during the Covid-19 pandemic, Pfizer planned to profit on its vaccine.",The New York Times,Pfizer Reaps Hundreds of Millions in Profits From Covid Vaccine,2021-05-04 11:29:35+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
183,"Like other carriers, American benefited from a travel rebound, but higher costs took a toll on its bottom line.",https://www.nytimes.com/2022/07/21/business/american-airlines-earnings.html,,"American Airlines reported $13.4 billion in revenue in the three months that ended in June, the best quarter in the company’s history.",The New York Times,"American Airlines has its best quarter of revenue ever, but profit is down from 2019.",2022-07-21 12:05:03+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
184,"The company, a chain of new-vehicle franchises, has been able to cut back on discounts as the chip shortage limits the inventory of cars.",https://www.nytimes.com/2021/10/21/business/autonation-profits-car-prices.html,,"The global shortage of computer chips has wreaked havoc on auto production, but it is also helping to pump up the bottom lines of auto retailers.",The New York Times,AutoNation’s profit jumps as prices for cars soar.,2021-10-21 11:00:06+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
185,"Revenue for the first three months of the year jumped 11 percent from a year earlier, the automaker reported.",https://www.nytimes.com/2022/04/26/automobiles/gm-profits-chip-shortage.html,,General Motors said on Tuesday that its profits dipped in the first three months of the year. But the company said it expected to grow rapidly as it started selling a wider range of electric cars and trucks.,The New York Times,G.M.’s profits fell 3% in the first quarter as chip shortages limited production.,2022-04-26 20:27:15+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
186,"The bank will combine trading and investment banking into one unit; asset management, wealth management and consumer businesses into another; and its digital offerings in a third.",https://www.nytimes.com/2022/10/18/business/goldman-sachs-earnings.html,,"Goldman Sachs is taking another step away from its past as a clubby Wall Street partnership, adopting a new three-pronged structure that combines investment banking and trading into one unit; merges asset and wealth management into another; and elevates its digital offerings into a third unit, the bank announced on Tuesday.",The New York Times,"Goldman Sachs Restructures Its Divisions, Elevating Tech Offerings as Profit Falls",2022-10-18 13:28:13+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
187,"The automaker has placed a bet on electric vehicles, but it has struggled to produce and sell the vehicles in large numbers.",https://www.nytimes.com/2024/01/30/business/general-motors-fourth-quarter-earnings.html,,General Motors said on Tuesday that its profit in the final three months of 2023 was depressed by the cost of a 40-day strike at some of its U.S. plants and an accounting charge related to electric vehicles.,The New York Times,G.M. Profits Hurt by Electric Car Business and Strike,2024-01-30 11:30:07+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
188,Banks continued to release funds they had set aside last year in preparation for hefty loan losses that never materialized.,https://www.nytimes.com/2021/07/14/business/bank-of-america-wells-fargo-earnings.html,,Americans are ramping up spending. That’s good for big banks’ bottom lines.,The New York Times,"Bank of America reports a big profit, and Citi and Wells Fargo beat expectations.",2021-07-14 12:28:30+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
189,"SoftBank reported more than $11 billion in profit for the three months that ended in December, driven by surging values in its  investments in companies like Uber and  DoorDash.",https://www.nytimes.com/2021/02/08/business/softbank-posts-a-quarterly-profit-of-11-billion-to-end-a-turbulent-12-months.html,,"For many technology companies, the past 12 months have been a roller coaster, starting with a pandemic-driven market-wide sell-off in March and ending with one of the largest stock market run-ups in history. But for Japan’s SoftBank, which manages the world’s largest tech investment fund, it has been an especially wild ride.",The New York Times,SoftBank posts a quarterly profit of $11 billion to end a turbulent 12 months.,2021-02-08 12:36:49+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
190,The Wall Street giant joined the country’s other big banks in beating analysts’ earnings expectations.,https://www.nytimes.com/2021/10/15/business/goldman-sachs-earnings.html,,"Goldman Sachs joined the rest of the country’s biggest banks in reporting profits that beat expectations, fueled by hot markets for stocks and corporate deals.",The New York Times,Goldman Sachs’s profit surges on record merger activity.,2021-10-15 13:44:31+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
191,Traditional sports owners who invested in competitive video gaming say the money isn’t flowing in as quickly as they had expected.,https://www.nytimes.com/2022/11/26/business/video-game-e-sports-profit.html,,"It had been more than three hours of tense, back-and-forth combat — projected across the massive Jumbotron at San Francisco’s Chase Center — when the sellout crowd, thumping together inflatable thundersticks and yelling with excitement, sensed victory was at hand.",The New York Times,The Excitement Around E-Sports Is Growing. But Where Are the Profits?,2022-11-26 08:00:15+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
192,"The record haul, pushed by high energy prices and a hunger for liquefied natural gas, came as a new chief signaled a more “balanced approach” to renewable energy.",https://www.nytimes.com/2023/02/02/business/shell-earnings-record-profit.html,,"Shell, Europe’s largest energy company, reported a bumper profit for 2022 on Thursday: $42.3 billion, more than double its 2021 total and probably a record for any British company.",The New York Times,Shell’s Profit Soared to $42 Billion Last Year,2023-02-02 11:59:26+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
193,The iPhone maker’s recent quarter benefited from strong sales in its App Store and other services businesses.,https://www.nytimes.com/2023/08/03/business/apple-revenue.html,,"The smartphone industry is in a tailspin, with unit sales falling for two straight years, but Apple has escaped the worst of the downturn because wealthy customers continue buying pricey iPhones.",The New York Times,"Apple Revenue Drops 1%, but Profit Rises to $19.88 Billion",2023-08-03 20:57:30+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
194,"Toyota, the world’s largest automaker, has been criticized for selling few electric vehicles, but its decision to focus on hybrids is paying off financially.",https://www.nytimes.com/2024/03/09/business/toyotas-hybrid-electric-vehicles.html,,"In today’s high-tech, high-stakes auto industry, fortunes can change quickly, and there’s no better example of that right now than Toyota Motor.",The New York Times,Toyota’s Hybrid-First Strategy Is Delivering Big Profits,2024-03-09 10:02:31+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
195,The carmaker said the six-week strike by the United Automobile Workers union had cost it $800 million so far and could cost $200 million for every week it continued.,https://www.nytimes.com/2023/10/24/business/economy/general-motors-earnings.html,,"General Motors said on Tuesday that it made $3.1 billion in profit from July through September, a year-over-year decline of more than 7 percent that was partly due to the six-week strike by the United Automobile Workers union.",The New York Times,G.M. Profit Down 7% in Strike-Affected Quarter,2023-10-24 10:30:07+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
196,,https://www.nytimes.com/2021/04/29/business/catch-up-apple-and-facebook-profits-doubled-last-quarter.html,,,The New York Times,Catch up: Apple and Facebook profits doubled last quarter.,2021-04-29 08:41:03+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
197,"The company’s revenue and profit beat Wall Street expectations, easing concerns that supply chain problems and the coronavirus were a drag on sales.",https://www.nytimes.com/2022/01/27/technology/apple-earnings.html,,"Apple weathered the supply chain snarls at the end of 2021 that tripped up the global electronics market and other industries, announcing on Thursday an 11 percent increase in revenue and a 20 percent jump in profit in its most recent quarter while offering optimism that the worst of the problems were behind it.",The New York Times,Apple’s profit jumps to $34.6 billion in holiday quarter despite supply issues.,2022-01-27 21:54:14+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
198,"The retailer’s second-quarter profit fell 90 percent from the year before, far below what Wall Street analysts were expecting.",https://www.nytimes.com/2022/08/17/business/target-earnings.html,,"Target posted quarterly earnings on Wednesday that were much weaker than Wall Street expected, as the retailer got rid of excess inventory that built up as shoppers shifted their buying habits. Company executives presented the actions as tough but necessary to position the retailer for a stronger performance in the rest of the year.",The New York Times,Target’s Profit Sinks as It Offloads Inventory Shoppers Don’t Want,2022-08-17 11:18:34+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
199,Its sales of $49.4 billion in the first quarter were up 18 percent from a year earlier.,https://www.nytimes.com/2022/04/26/technology/microsoft-earnings-profit.html,,"Despite inflation and uncertainty over the war in Ukraine, Microsoft on Tuesday reported financial results that showed little threat to the fundamentals of its business.",The New York Times,"Microsoft reports rising revenue and profits, despite war and inflation.",2022-04-26 20:35:08+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
200,The company’s quarterly revenue rose 25% as its costs fell after layoffs last year.,https://www.nytimes.com/2024/02/01/technology/meta-profit-report.html,,"Meta on Thursday reported a 25 percent increase in quarterly revenue while profit more than tripled, a rise fueled by its ads business after a shaky 18 months of layoffs and a rocky digital advertising market.",The New York Times,Meta Reports Profits More Than Tripled and Issues Its First Dividend,2024-02-01 21:21:37+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
201,"The giant oil producer said it earned nearly $50 billion last quarter, the latest energy company to record outsize profits after the surge in crude prices since Russia’s invasion of Ukraine in February.",https://www.nytimes.com/2022/08/14/business/saudi-aramco-earnings.html,,"Saudi Aramco, the giant oil producer, said on Sunday that its second-quarter profit jumped 90 percent over the same period a year ago, reaching $48.2 billion. It is the latest energy producer to report bumper earnings on the back of a surge in the price of oil.",The New York Times,Saudi Aramco’s Profit Jumps 90 Percent on High Oil Prices,2022-08-14 10:36:01+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
202,"The oil industry enjoyed record profits in 2022 after Russia invaded Ukraine, but the prices of oil and natural gas have fallen sharply in recent months.",https://www.nytimes.com/2023/04/28/business/energy-environment/oil-exxon-chevron.html,,"Exxon Mobil and Chevron, the two largest American oil companies, reported relatively modest earnings growth on Friday as they were forced to manage their businesses in the face of sagging prices for oil and natural gas.",The New York Times,Exxon and Chevron Report More Modest Profits as Oil and Gas Prices Ease,2023-04-28 11:39:56+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
203,"For the year, Goldman notched its largest profit ever, $21.6 billion, helped by deal-making by its investment bankers.",https://www.nytimes.com/2022/01/18/business/goldman-sachs-earnings.html,,"Goldman Sachs on Tuesday reported a record $21.6 billion profit last year, but its fourth-quarter earnings fell as it bumped up pay, repeating a pattern experienced by some of the country’s other big banks.",The New York Times,Profit fell 13 percent for Goldman Sachs in 4th quarter as it raised employee pay.,2022-01-18 13:36:54+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
204,"It was the company’s second consecutive quarterly decline, the first time that had happened in over a decade.",https://www.nytimes.com/2022/04/27/technology/facebook-meta-earnings.html,,"Mark Zuckerberg, the founder of Facebook, has staked his company’s future on an immersive online world known as the metaverse. On Wednesday, the company showed it was still navigating that transformation.",The New York Times,"Meta, Facebook’s parent, reports a 21 percent drop in profits.",2022-04-27 20:57:47+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
205,Google’s parent company topped revenue and profit estimates and said that it would offer a stock dividend for the first time.,https://www.nytimes.com/2024/04/25/technology/alphabet-earnings.html,,"On Thursday, Alphabet, Google’s parent company, reported strong revenue growth in its latest quarter from its search engine and video platform, YouTube, as its market-leading position in online advertising continued to reap rewards despite recent fluctuations in the industry.",The New York Times,Alphabet’s Revenue Jumps 15% to $80.5 Billion,2024-04-25 20:45:37+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
206,The retailer pointed to “unexpectedly high costs” as a hit on its bottom line.,https://www.nytimes.com/2022/05/18/business/target-inflation-earnings.html,,"Target’s shares dropped nearly 25 percent on Wednesday after it reported quarterly profits that fell far short of analysts’ expectations, hit by inflation, supply issues and changing consumer habits.",The New York Times,Target’s shares plunge after inflation takes a big bite out of profits.,2022-05-18 13:23:57+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
207,"Some of the biggest packaged food companies raised their prices last quarter and their profits rose, but some customers were starting to cut back or trade down.",https://www.nytimes.com/2023/04/28/business/food-inflation-prices.html,,"Brenetta Smith used to buy brand-name foods like Oreos and Doritos without thinking twice. But when she noticed that food prices at her local supermarket, Aldi, were soaring, she realized she had to do something different: “I have to change the way I shop,” she said.",The New York Times,"Higher Food Prices Bring Bigger Profits, but Consumers Start to Resist",2023-04-28 09:00:34+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
208,A rush to stock up on emergency contraception could mean huge profits for the investors behind the well-known morning-after pill.,https://www.nytimes.com/2022/06/28/business/dealbook/plan-b-contraception-pills-profit.html,,"Since the Supreme Court overturned Roe v. Wade, many women have been rushing to stock up on emergency contraception pills, in hopes of exerting more control over their bodies, or because they’re worried that the products could be restricted. (Birth control remains legal across the United States.) Drugstores have found themselves in short supply of the pills, and some are limiting purchases.",The New York Times,Who’s Profiting From Demand for Plan B?,2022-06-28 12:59:32+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
209,"Both Wall Street banks, the first to report earnings this quarter, beat analysts’ expectations.",https://www.nytimes.com/2021/07/13/business/jpmorgan-chase-goldman-sachs-earnings.html,,The big banks are booking big profits as customers shake off the pandemic and dealmakers seize on busy markets.,The New York Times,JPMorgan Chase and Goldman Sachs start earnings season strong.,2021-07-13 13:00:47+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
210,"Exxon, Chevron and Shell reported robust earnings and large payouts to investors as they continued to expand their fossil-fuel production.",https://www.nytimes.com/2024/02/02/business/oil-gas-companies-profits.html,,"Exxon Mobil and Chevron, the largest U.S. energy companies, on Friday reported sizable profits for the final quarter of last year, showing that the oil and gas industry remained robust at a time of doubts because of climate change concerns.",The New York Times,Oil Giants Pump Their Way to Bumper Profits,2024-02-02 13:59:30+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
211,The soft drink giant’s latest quarterly earnings defied worries about consumer cutbacks amid rising inflation and fragile economic growth.,https://www.nytimes.com/2022/10/25/business/coca-cola-q3-earnings.html,,"Coca-Cola generated better-than-expected earnings as consumers continued to pay higher prices for soft drinks and juices, further evidence that shoppers are willing to keep spending in the face of record inflation and rising interest rates.",The New York Times,"Coca-Cola Keeps Raising Prices, Driving Profits Higher",2022-10-25 15:25:41+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
212,"Three of the biggest banks in the United States made a cumulative $22.3 billion in profit last quarter, a hefty jump from the same period last year.",https://www.nytimes.com/2023/07/14/business/economy/jpmorgan-citgroup-wells-fargo-earnings.html,,"Three of the biggest banks in the United States made a cumulative $22.3 billion in profit last quarter, a hefty jump from the same period last year, the lenders reported Friday.",The New York Times,Three Big Banks Rake In Better-Than-Expected Profits,2023-07-14 17:27:14+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
213,The latest quarterly results from Microsoft and Alphabet show that their big investments in artificial intelligence are on different trajectories.,https://www.nytimes.com/2023/10/25/business/dealbook/ai-microsoft-alphabet.html,,"The Nasdaq composite index looks set to open in the red on Wednesday, after investors got a split-screen view of how two tech giants, Microsoft and Alphabet, were doing in efforts to profit from artificial intelligence.",The New York Times,"Long on Hype, A.I. Is No Guarantee for Profits",2023-10-25 12:07:09+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
214,"The last time the National Automobile Dealers Association was able to hold its annual convention in person, the mood was far different. In a word, grimmer.",https://www.nytimes.com/2022/04/03/business/after-bottoming-out-early-in-the-pandemic-us-car-dealers-profits-are-soaring.html,,"The last time the National Automobile Dealers Association was able to hold its annual convention in person, the mood was far different. In a word, grimmer.",The New York Times,"After bottoming out early in the pandemic, U.S. car dealers’ profits are soaring.",2022-04-03 17:23:25+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
215,"Despite pleas from the Biden administration for more supply, both companies said their global production fell in the first three months of the year.",https://www.nytimes.com/2022/04/29/business/exxon-mobil-chevron-earnings.html,,"Exxon Mobil and Chevron, the largest U.S. oil companies, on Friday reported a second consecutive quarter of robust earnings as oil and natural gas prices continued to rise after the Russian invasion of Ukraine.",The New York Times,Exxon Mobil and Chevron report big jump in profits because of higher oil and gas prices.,2022-04-29 13:29:07+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
216,"Both companies are investing in renewable energy, but fossil fuels still drive their earnings.",https://www.nytimes.com/2021/04/29/business/profits-surge-at-shell-and-total-reflecting-higher-oil-and-gas-prices.html,,"Strong profit increases from two of Europe’s largest energy companies, Royal Dutch Shell and Total, demonstrated that what really matters for the financial performance of these companies remains the price of oil and natural gas.",The New York Times,"Profits surge at Shell and Total, reflecting higher oil and gas prices.",2021-04-29 11:48:29+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
217,"Target reported that inflation was taking a toll on its bottom line, a day after Walmart reported the same.",https://www.nytimes.com/2022/05/18/business/stocks-market-retailers-inflation.html,,A short reprieve for investors ended abruptly on Wednesday as stocks had their worst day yet in a series of already ugly drops after shrinking profits by major retailers reignited Wall Street’s fear of high inflation.,The New York Times,Stocks resume their rout as falling profits reignite fears of inflation.,2022-05-18 14:28:30+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
218,Countries have been paying about $3 to $4 per shot for AstraZeneca’s vaccine under the company’s not-for-profit pricing model.,https://www.nytimes.com/2021/11/12/business/astrazeneca-vaccine-profit.html,,"The drug maker AstraZeneca has been selling its coronavirus vaccine at not-for-profit prices during the pandemic, as part of a promise to rollout the vaccine at cost through the crisis.",The New York Times,AstraZeneca says it will start profiting from its vaccine.,2021-11-13 02:57:52+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
219,"Saudi Arabia’s national oil company earned $161 billion last year, a nearly 50 percent jump over 2021, and said demand for oil would continue.",https://www.nytimes.com/2023/03/12/business/saudi-aramco-record-earnings-profit.html,,"Saudi Aramco, the national oil company for Saudi Arabia, reported on Sunday that the company last year had net income of $161.1 billion — a 47 percent increase over 2021 and a record since Aramco started offering shares on the local Tadawuhl stock exchange in 2019.",The New York Times,Saudi Aramco Reports Record Profit as Fossil Fuels Remain ‘Essential’,2023-03-12 09:51:05+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
220,The Japanese conglomerate said it would take the chip designer Arm public after an anticipated sale to Nvidia fell through.,https://www.nytimes.com/2022/02/08/business/softbank-earnings.html,,"TOKYO — SoftBank announced on Tuesday that it had edged back into profitability, while also confirming that it will seek to take public one of its prize holdings, the chip designer Arm, after the collapse of a hoped-for sale to Nvidia, the Silicon Valley semiconductor manufacturer.",The New York Times,"SoftBank returns to profitability, barely, as the tech sector suffers.",2022-02-08 11:09:12+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
221,"Despite record profits, a number of them are worried that the company is suffering from both its size and leadership from its C.E.O., Sundar Pichai.",https://www.nytimes.com/2021/06/21/technology/sundar-pichai-google.html,,"OAKLAND, Calif. — The seeds of a company’s downfall, it is often said in the business world, are sown when everything is going great.",The New York Times,Google Executives See Cracks in Their Company’s Success,2021-06-21 16:19:48+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
222,"The country’s biggest banks will report their quarterly earnings this week, reaping the benefits of an economy that’s returning to normal.",https://www.nytimes.com/2021/07/12/business/bank-earnings-preview.html,,The nation’s biggest banks are about to report windfall profits as customers increase their spending and the economy bounces back from the pandemic.,The New York Times,Bank profits are poised to surge as the pandemic recedes.,2021-07-12 07:00:07+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
223,"The brokerage giant, which has been swept into the turmoil surrounding the banking sector, seemed to ease fears about its financial health in its latest earnings report.",https://www.nytimes.com/2023/04/17/your-money/charles-schwab-deposits-profit.html,,"Charles Schwab generated a profit of $1.6 billion in the first quarter of the year, it said Monday, faring better than Wall Street expected and seeming to ease recent concerns about its financial health. Schwab’s stock, which plunged after the company was swept into the banking turmoil following the collapse of Silicon Valley Bank last month, rose after the report.",The New York Times,"Charles Schwab’s Deposits Shrink, but Profits Grow Faster Than Expected",2023-04-17 17:52:29+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
224,"Frances Haugen, a Facebook product manager who left the company in May, revealed that she had provided internal documents to journalists and others.",https://www.nytimes.com/2021/10/03/technology/whistle-blower-facebook-frances-haugen.html,,"John Tye, the founder of Whistleblower Aid, a legal nonprofit that represents people seeking to expose potential lawbreaking, was contacted this spring through a mutual connection by a woman who claimed to have worked at Facebook.",The New York Times,Whistle-Blower Says Facebook ‘Chooses Profits Over Safety’,2021-10-03 23:55:03+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
225,"The company delivered 125 commercial aircraft to airlines in the three-month period, up from 122 a year earlier.",https://www.nytimes.com/2021/04/29/business/airbus-earnings-profit-coronavirus.html,,"Airbus announced Thursday that it had returned to a profit in the first quarter following a 1.1 billion euro loss last year because of the coronavirus pandemic, but its top executive warned that the economic toll would continue.",The New York Times,Airbus returns to profit but warns crisis is not over.,2021-04-29 09:25:59+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
226,"Companies start reporting their third-quarter earnings this week, and profits are expected to have risen substantially. But worries of future growth are growing.",https://www.nytimes.com/2021/10/12/business/earnings-inflation-supply-chain.html,,"The Delta variant of the coronavirus has hurt hiring and made policymakers’ lives more difficult. But investors are taking it in stride, because it appears to have had little effect on corporate profits.",The New York Times,"As earnings season begins, inflation and supply chain issues cloud the outlook.",2021-10-12 13:27:16+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
227,"The last time the S&P 500 had a negative real earnings yield, analysts said, was in 2000, before the tech bubble burst.",https://www.nytimes.com/2021/12/10/business/corporate-profits-inflation.html,,"The U.S. stock market has been on a run, with the S&P 500 up n more than 3 percent this week, and nearly 25 percent for the year. Fears about the Omicron variant of the coronavirus quickly faded, with stocks regaining lost ground.",The New York Times,"Corporate profits are not keeping up with inflation, a warning sign for the market.",2021-12-09 14:56:29+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
228,"Federal officials are investigating the railroad’s safety practices and culture after the derailment in East Palestine, Ohio, and worker deaths.",https://www.nytimes.com/2023/04/02/business/norfolk-southern-railroad-safety.html,,"Norfolk Southern once had so few accidents and injuries that it won the rail industry’s prestigious E.H. Harriman safety award for 23 years in a row until it was retired in 2012. But in the last decade, the company has gone from an industry leader to a laggard.",The New York Times,"Norfolk Southern’s Push for Profits Compromised Safety, Workers Say",2023-04-02 09:00:21+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
229,American energy production has only inched up because executives fear that oil and gas prices won’t stay high.,https://www.nytimes.com/2022/04/26/business/energy-environment/oil-us-europe-russia.html,,"HOUSTON — Oil and gasoline prices are climbing. Energy company profits are surging. President Biden, who came into office promising to reduce the use of fossil fuels, has effectively joined the “drill, baby, drill” chorus. Europe would love to end its dependence on Russia.",The New York Times,Why U.S. Oil Companies Aren’t Riding to Europe’s Rescue,2022-04-26 14:48:44+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
230,The trillion-dollar social media giant’s market value soared after it reported a robust profits driven by digital advertising.,https://www.nytimes.com/2024/02/02/business/meta-stock.html,,"Meta’s stock price soared on Friday, adding hundreds of billions of dollars to the market value of the social media giant that owns Facebook, Instagram and WhatsApp.",The New York Times,Meta’s Stock Surges After Jump in Profits,2024-02-02 17:21:52+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
